,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
4803,the public can not understand,0.0,0.0,0.0,0.0,0.0
4804,they the gov knows which country open allowed them beside the saying all have lived with covid just get all citizen full vaccinated,0.0,0.0,0.0,1.0,1.0
4805,can not singapore must lockdown again,1.0,0.0,0.0,0.0,0.0
4806,opening inevitable what our plan these travellers coming became seriously sick and overwhelm our medical facilities and complete with domestic demand what foreigners can not afford pay any requirements that they must buy covid insurance,0.0,0.0,1.0,1.0,0.0
4808,know singapore two thousand and nineteen the last time visited marina bay sand enjoy new year hope good days should return soon,1.0,0.0,1.0,0.0,0.0
4809,think sing government has started this scheme attract tourist give push already suffering tourist industry airport operations and think they could also test the technologies for covid protection,0.0,1.0,0.0,1.0,0.0
4811,how come indonesia with lower than seventy vac rates able enter but not malaysia that already passed seventy,1.0,0.0,0.0,0.0,0.0
4813,each aircraft have make its nos recover and make profit what the expected visitor day from each these vaccinated travel lane countries these people are sick who pay for the medical fee and should they send back and will not able get treatment here further load stress our hospital system,0.0,0.0,0.0,1.0,1.0
4814,thought indonesia will not able complete innoculation until end december,1.0,1.0,0.0,0.0,0.0
4815,malaysians will flood take security jobs paying three sing dollars ten years time damn that ringgit pay back malaysia probably ringgit lower thanks singapore lol,1.0,1.0,0.0,0.0,0.0
4816,they taxable think all jobs here,0.0,0.0,0.0,0.0,0.0
4818,one word die you let international ppl come die india you need construction worker indonesia maid why not thailand vitenam geylang can open again,1.0,0.0,1.0,0.0,0.0
4819,man white favourite india,1.0,0.0,0.0,0.0,0.0
4820,batam here come when pocket become empty all kind abbreviations follow along vaccinated travel lane shn finally wtf,0.0,0.0,0.0,0.0,1.0
4822,should have done this long time ago and focus healthy lifestyle and healthy eating but make our choice still keep the masks need hide malaysia pimples and not wear makeup,1.0,0.0,0.0,0.0,1.0
4823,open the trade routes but check the travellers coming from china china focusing war trying establish itself the world number one power highly suspected that china interfered the united states two thousand and twenty election because they can have the defiant courageous president trump opposing the and china his term and hence the weak biden the whitehouse open trades with israel too after all are not racist nation are open islamic nations like indonesia then open israel too china more focus war the way open other news network like foxnews channel news asia and straitstimes are bias,1.0,1.0,1.0,0.0,0.0
4824,this very responsible and capable task force,0.0,0.0,0.0,0.0,0.0
4826,come people let united states put our hands together welcome all different variants covid that have currently into singapore open more and more these countries yeah and let pray that through the opening our borders those variants will mix and match give birth another new variants with even more deadliness thus having new variants bred and cultured none other than our little red dot hallelujah,1.0,0.0,1.0,1.0,0.0
4827,roopa shree yes god looking down our covid task force and shaking his head them that what you mean,0.0,0.0,0.0,1.0,1.0
4828,what your point lock down the country for the next five years world has started live with covid whether you like not you are too scared just lock yourself inside your room and never come out,0.0,0.0,0.0,1.0,0.0
4829,ramanathan for your information more than half the countries around the world are currently still lockdown especially more during this period winter approaches get your facts right before telling someone that the world has started live with covid only singapore the goondu one continue push open their borders other countries see united states must thinking just bunch clowns that things without thinking,1.0,1.0,1.0,1.0,0.0
4830,sean lim which world are you living united states and european countries have opened their borders long time back now india thailand and few other asian countries have also opened their borders keep mind all their vaccination rate not even seventy nobody saying singapore fierce brave should have opened its border much earlier once hit the eighty vaccination mark you get your facts right,1.0,0.0,1.0,0.0,1.0
4831,just because you lockdown you think that singapore will safe forever there are new variants emerging somewhere else the world matter how much lockdown you propose the virus will somehow sneek once for all stop all this non sense locking down,1.0,0.0,0.0,0.0,0.0
4832,ramanathan first all are you even singaporean you logic like matter how you lock your house someone will somehow still break must well leave your window gate and door wide open,0.0,0.0,1.0,0.0,1.0
4833,tan singaporean you around asking these questions everyone first all your logic here doesn apply virus have experienced before even after lockdown and border restrictions the variants were still able sneek now with more vaccination rate should understand that and open the borders that the point,1.0,0.0,1.0,0.0,1.0
4834,stupid people stupid policy and continue their folly they continue bring covid nineteen letting people and boast about their stupid act and feel happy doing,0.0,0.0,1.0,1.0,0.0
4835,jesus coming back the earth resolve everything,0.0,1.0,0.0,0.0,0.0
4836,omighty god son god jesus plse take all united states earthlings kingdom heaven that know pain hunger everything hunky dory thanku,1.0,1.0,1.0,0.0,0.0
4837,why thailand not vaccinated travel lane better controlled than malaysia india and indonesia,1.0,0.0,0.0,0.0,0.0
4838,why vaccinated travel lane with india and not thailand how did they decide,1.0,0.0,0.0,0.0,0.0
4839,because thailand virus and poor,0.0,0.0,0.0,0.0,0.0
4840,your chinese name reflect that your chinese also very poor,0.0,0.0,0.0,0.0,1.0
4841,that case let open for everyone come and out for goodness sake,0.0,0.0,0.0,0.0,1.0
4842,prefer mmm,0.0,0.0,0.0,0.0,0.0
4843,wise decision please keep wfh default,0.0,0.0,0.0,0.0,0.0
4844,like and follow your frequenly news,0.0,0.0,0.0,0.0,0.0
4845,have they seriously thought this through making the decision open india and indonesia their covid cases very high wouldnt sensible open our doors countries with low covid cases first,1.0,1.0,0.0,1.0,0.0
4846,love for strong let for twenty,0.0,0.0,0.0,0.0,0.0
4847,india has more cases really,1.0,0.0,0.0,0.0,0.0
4848,can tell united states why lhy sold his houses can find youtube,1.0,0.0,1.0,0.0,0.0
4849,getting harder trust what they say,0.0,0.0,0.0,0.0,0.0
4850,vtl with india obvious that its not about safety,1.0,0.0,0.0,0.0,0.0
4851,now deaths mid teens song boh,0.0,0.0,0.0,0.0,1.0
4852,not even funny embarrassing,0.0,0.0,0.0,0.0,0.0
4853,next dance steps will the tango,0.0,0.0,0.0,0.0,0.0
4854,travel your own risk,0.0,0.0,0.0,0.0,0.0
4855,every days about over people are infected just ten months least more than one million people would have already been infected with the virus maybe only can fool some you say,0.0,1.0,0.0,0.0,0.0
4857,can you learn how spell covid nineteen lol,0.0,0.0,0.0,1.0,0.0
4858,single party unwise and dangerous,0.0,0.0,0.0,0.0,0.0
4859,you should see his household for their losses and then resign for the loss innocent singaporean lives talk more use,0.0,0.0,0.0,0.0,1.0
4860,implement rule but don supply manpower the checks way coffeeshops will sacrifice their manpower thorough checks,0.0,0.0,0.0,0.0,0.0
4862,all the mths hard work down the chute govt lighting explosion this absolute craziness,0.0,0.0,1.0,0.0,0.0
4863,india population vaccinated but hey welcome stinkapore,1.0,0.0,0.0,0.0,0.0
4865,think korea entering week three living withcovid and they said they going dial back,0.0,1.0,0.0,0.0,0.0
4866,not you take off your mask and walk the street,0.0,0.0,0.0,0.0,0.0
4867,brains got invaded liao,0.0,0.0,0.0,0.0,0.0
4868,yours invaded with fears,0.0,0.0,0.0,0.0,0.0
